lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
Vergréisserung	SUBST	enlargement	optical	Vergrößerung	optisch	agrandissement	optique	op dëser Foto gesäis de d'Vergréisserung vun enger Bakteerie 	VERGREISSERUNG1UNI2	a photographic print that has been enlarged	0.30139678716659546				
vergruewen	VRB	to bury	underground	vergraben	eingraben	enfouir	sous terre	fir de Wanter vergruewen d'Kaweechelcher Nëss am Buedem 	VERGRUEWEN1UNI1	place in the earth and cover with soil	0.37233930826187134	tief eingraben	0.8108131289482117		
verhaften	VRB	to arrest		verhaften	festnehmen	arrêter	appréhender	bei der Razzia konnt d'Police e puer Dealere verhaften 	VERHAFTEN1UNI1			anlocken und festsetzen	0.6659420132637024		
verhalen	VRB	to remember	to memorize	behalten	im Gedächtnis	retenir	garder en mémoire	et ass schwéier, déi onreegelméisseg Verben all ze verhalen 	VERHALEN1UNI1	recall knowledge from memory; have a recollection	0.5981882810592651			commit to memory; learn by heart	0.5398113131523132
verhalen	VRB	to behave		sich verhalten	sich benehmen	se conduire	d'une certaine manière	hien huet sech mir géintiwwer ëmmer ganz korrekt verhalen 	VERHALEN1UNI2			sich gut oder richtig verhalten	0.7179843783378601		
Verhalt	SUBST	memory	ability to remember	Gedächtnis	Erinnerungsvermögen	mémoire	faculté de mémorisation	fir säin Alter huet mäi Grousspapp nach e ganz gudde Verhalt 	VERHALT1UNI1	something that is remembered	0.6842623949050903	die Fähigkeit, sich an vergangene Ereignisse zu erinnern	0.7168999910354614	the power of retaining and recalling past experience	0.6631277799606323
Verhältnis	SUBST	relation		Verhältnis	Beziehung	rapports		ech hunn nach haut e gutt Verhältnis zu menge Schoulkomeroden 	VERHALTNIS1UNI2			eine gegenseitige oder wechselseitige Handlung; interagieren	0.5898160934448242		
Verhältnis	SUBST	affair		Verhältnis	Liebesverhältnis	liaison (amoureuse)		mäi beschte Kolleeg huet e Verhältnis mat enger bestueter Fra 	VERHALTNIS1UNI3			Beziehung zwischen Messwerten	0.5064013600349426		
verierwen	VRB	to pass on to	by heredity	vererben	durch Vererbung weitergeben	transmettre	héréditairement	de Papp huet sengem Jong déi rout Hoer verierft 	VERIERWEN1UNI2			weitergeben, wie bei der Vererbung	0.8256428241729736		
verierwen	VRB	to be passed on	to be hereditary	sich vererben	sich übertragen	se transmettre (par hérédité)		et gëtt Krankheeten, déi sech nëmme vum Papp op de Jong verierwen 	VERIERWEN1UNI3					passed on, as by inheritance	0.6278107762336731
verjuppen	VRB			verschwitzen	vergessen	zapper	par oubli	pardon fir d'Verspéidung, ech hat eise Rendez-vous bal verjuppt ! 	VERJUPPEN1UNI2			vergessen, etwas zu tun	0.7519850730895996		
Verkaf	SUBST	sale		Verkauf	das Verkaufen	vente	acte de vente	um Fest hunn ech beim Verkaf vu Lotterieslouse gehollef 	VERKAF1UNI1			die Abteilung eines Unternehmens, die für den Verkauf von Produkten oder Dienstleistungen zuständig ist	0.5397096872329712		
verkafen	VRB	to sell	to be purchased	sich verkaufen	Käufer finden	se vendre	trouver preneur	zënter datt mir de Logo geännert hunn, verkeeft eise Produit sech besser 	VERKAFEN1UNI2	be responsible for the sale of	0.6471809148788452				
Verkeefer	SUBST	salesperson	profession	Verkäufer	Beruf	vendeur	professionnel	de Verkeefer sot, et kéint een déi eenzel Deeler vum Apparat nobestellen 	VERKEEFER1UNI1	a person employed to represent a business and to sell its merchandise (as to customers in a store or to customers who are visited)	0.32414722442626953				
Verkeefer	SUBST	seller	owner	Verkäufer	Eigentümer	vendeur	propriétaire	de Verkeefer vum Auto war esou éierlech, fir eis op eng kleng Téitsch hinzeweisen 	VERKEEFER1UNI2	someone who promotes or exchanges goods or services for money	0.1431269496679306				
Verkeeferin	SUBST	saleswoman	profession	Verkäuferin	Beruf	vendeuse	professionnelle	d'Verkeeferin ass d'Wueren hannenaus an den Depot siche gaangen 	VERKEEFERIN1UNI1	a woman salesperson	0.311207115650177				
Verkéier	SUBST	traffic	of vehicles	Verkehr	Straßenverkehr	trafic	circulation routière	op der Autobunn gëtt de Verkéier den Ament wéinst engem Accident ëmgeleet 	VERKEIER1UNI1	the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time	0.409143328666687				
Verkéier	SUBST	traffic	of assets, goods, people and services	Verkehr	von Kapital, Waren, Personen und Dienstleistungen	circulation	de capitaux, de biens, de personnes et de services	ee vun den Atoute vun der EU ass de fräie Verkéier vu Wueren tëschent de verschiddene Länner 	VERKEIER1UNI7	buying and selling; especially illicit trade	0.42644476890563965				
verkéiert	ADJ	wrong	inappropriate	verkehrt		mauvais	mal choisi, inapproprié	et wier net verkéiert , an där Saach en zweeten Avis unzefroen 	VERKEIERT1UNI1	not appropriate for a purpose or occasion	0.5433229207992554				
verkënnegen	VRB	to announce	to make public	verkünden		proclamer		um sechs Auer ginn d'Walresultater verkënnegt 	VERKENNEGEN1UNI1	announce publicly or officially	0.6341524124145508				
Verkënnegung	SUBST	announcement	public statement	Verkündung		proclamation		d'Medie waarden ongedëlleg op d'Verkënnegung vum Urteel 	VERKENNEGUNG1UNI1	a formal public statement	0.8408149480819702				
verkierzen	VRB	to shorten		verkürzen	verringern	raccourcir	rendre plus court	gutt Pneue verkierzen de Bremswee 	VERKIERZEN1UNI1			verkürzen	0.7832346558570862		
verklappen	VRB	to flog	to sell	verkloppen	verkaufen	refourguer à		wiem hues de däin alen Auto verklappt ? 	VERKLAPPEN1UNI1	beat with a cane	0.10359828174114227	verschenken, verkaufen oder an einen anderen übertragen	0.6425002217292786		
verkleeden	VRB	to cover		verkleiden	bedecken	revêtir	couvrir d'un revêtement	mir loossen d'Reesäit vun eisem Haus mat Leeë verkleeden 	VERKLEEDEN1UNI2			wie mit Kleidung bedecken	0.6998491287231445		
Verkleedung	SUBST	cover	protection, decoration	Verkleidung	Dekoration, Schutz	revêtement	de décoration, de protection	den Elektriker huet d'Verkleedung vum Apparat erofgeholl, fir un d'Kabelen ze kommen 	VERKLEEDUNG1UNI1	a covering that serves to conceal or shelter something	0.5994511842727661	eine Schutzhülle, die die Außenseite eines Gebäudes schützt	0.5470244884490967	a protective covering that protects the outside of a building	0.52323317527771
verklengeren	VRB	to reduce	to make smaller	verkleinern		réduire	rendre plus petit	verklenger mer dee Portrait, datt ech d'Foto an de Portmonni kréien! 	VERKLENGEREN1UNI1	make smaller	0.7967089414596558				
Verklengerung	SUBST	reduction	in size, in volume	Verkleinerung		réduction	en superficie, en volume	d'Verklengerung vum natierleche Liewensraum féiert bei villen Déieren derzou, datt se ausstierwen 	VERKLENGERUNG1UNI1	the act of decreasing or reducing something	0.1561993956565857				
Verknëppung	SUBST	link	hyperlink	Link		lien		iwwer dës Verknëppung kommt Dir op déi gewënschten Internetsäit 	VERKNEPPUNG1UNI2	a fastener that serves to join or connect	0.2757244110107422				
verkrëppelt	ADJ	crippled	part of the body	verkrüppelt	Körperteil	mutilé	partie du corps	zënter sengem Accident huet eise Schoulmeeschter eng verkrëppelt Hand 	VERKREPPELT1UNI1	disabled in the feet or legs	0.26890334486961365				
verkrëppelt	ADJ	stunted	plant	verkrüppelt	Pflanze	rabougri	plante	dee verkrëppelten Äppelbam dréit nach ëmmer 	VERKREPPELT1UNI2	inferior in size or quality	0.05432908609509468				
verkrëppelt	ADJ	crippled	person	verkrüppelt	Mensch	infirme		mäi Grousspapp ass verkrëppelt aus dem Krich erëmkomm 	VERKREPPELT1UNI3	disabled in the feet or legs	0.12756149470806122				
verlaangen	VRB	to demand	to insist on having	verlangen		exiger		d'Cheffin verlaangt absolut Loyalitéit vun hire Mataarbechter 	VERLAANGEN1UNI1	require as useful, just, or proper	0.34104833006858826				
verlaangen	VRB	to demand		verlangen	erfordern	exiger	nécessiter	esou eng Aarbecht verlaangt vill Gedold 	VERLAANGEN1UNI2			für obligatorisch halten; fordern und erwarten	0.7262101769447327		
Verlaf	SUBST	progress	development	Verlauf	Entwicklung	déroulement		d'Police wäert eis iwwer de weidere Verlaf vun der Enquête informéieren 	VERLAF1UNI1	gradual improvement or growth or development	0.4460020065307617				
Verlaf	SUBST	course	topographical, geographical	Verlauf	geografisch, topografisch	tracé	géographique, topographique	op dëser Kaart gesäit een de Verlaf vun der Rennstreck 	VERLAF1UNI2	facility consisting of a circumscribed area of land or water laid out for a sport	0.38258659839630127				
verlafen	VRB	to run	road, path, route	verlaufen	sich erstrecken, führen	passer	voie, tracé	de Vëloswee verleeft parallel zum Floss 	VERLAFEN2UNI1	travel a route regularly	0.5526965260505676	verfolgen	0.6206302046775818		
verlafen	VRB	to run	plan, project	verlaufen	ablaufen	se dérouler	se passer d'une certaine manière	bis elo verleeft eise Projet esou ewéi geplangt 	VERLAFEN2UNI2	direct or control; projects, businesses, etc.	0.3944540321826935	als Abfall ablaufen	0.5290043354034424		
verlafen	VRB	to run	make-up	verlaufen	auseinanderfließen	couler		vum ville Kräischen ass dem Meedche säi Makeup verlaf 	VERLAFEN2UNI3	carry out	0.2810942232608795				
verlafen	ADJ	loose	woman	(moralisch) verkommen	Frau	coureuse		d'Leit halen hatt fir e verlafent Framënsch 	VERLAFEN3UNI1	casual and unrestrained in sexual behavior	0.21004679799079895				
verlängeren	VRB	to lengthen	spatially	verlängern	räumlich	allonger		d'Landepist um Flughafe soll verlängert ginn 	VERLANGEREN1UNI1	become long or longer	0.17234358191490173				
verlängeren	VRB	to extend	the validity of	verlängern	die Gültigkeit	prolonger (la validité de)		den immigréierten Aarbechter krut seng Aarbechtserlabnes ëm ee Joer verlängert 	VERLANGEREN1UNI2	expand the influence of	0.2683744430541992				
verlängeren	VRB	to extend	temporally	verlängern	zeitlich	prolonger	la durée de	d'Vakanz huet eis esou gutt gefall, datt mer se ëm e puer Deeg verlängert hunn 	VERLANGEREN1UNI3	lengthen in time; cause to be or last longer	0.4024013876914978				
Verlängerung	SUBST	extension	spatial	Verlängerung	räumliche Ausdehnung	prolongement	dans l'espace	d'Verlängerung vun der Landepist um Flughafe gouf geneemegt 	VERLANGERUNG1UNI1	an addition to the length of something	0.2252732366323471	Ausweitung des Geltungsbereichs; Ausweitung der Verfügbarkeit	0.6853322982788086		
Verlängerung	SUBST	extension	temporally	Verlängerung	zeitliche Ausdehnung	prolongation	dans le temps	d'Ministesch schléit eng Verlängerung vun der obligatorescher Schoulzäit vir 	VERLANGERUNG1UNI2	a mutually agreed delay in the date set for the completion of a job or payment of a debt	0.24156495928764343	Ausweitung des Geltungsbereichs; Ausweitung der Verfügbarkeit	0.5670347809791565		
Verlängerung	SUBST	extension	of a period, of validity	Verlängerung	der Laufzeit, der Gültigkeit	prolongement (de la validité)		hues de dech schonn ëm d'Verlängerung vun dengem Fürerschäi gekëmmert? 	VERLANGERUNG1UNI4	a mutually agreed delay in the date set for the completion of a job or payment of a debt	0.27594131231307983				
verleeën	VRB	to lay	to put in position	verlegen	eine Leitung	poser	une conduite	d'Post léisst all hir Leitungen ënnerierdesch verleeën 	VERLEEEN1UNI1	prepare or position for action or operation	0.67303466796875				
verleeën	VRB	to mislay		verlegen	weglegen und nicht mehr finden	égarer	perdre	ech hu schonn erëm mäi Brëll verluecht ! 	VERLEEEN1UNI4			etwas an eine Ort legen, wo man es nicht wiederfindet	0.6417782306671143		
Verleeënheet	SUBST	embarrassment		Verlegenheit	Unsicherheit	embarras		vun elauter Verleeënheet gouf d'Fra rout am Gesiicht 	VERLEEENHEET1UNI1			der Zustand, in dem man in Verlegenheit ist (gewöhnlich wegen einer finanziellen Unzulänglichkeit)	0.5167185664176941		
verléieren	VRB	to lose	an object	verlieren	einen Gegenstand	perdre	un objet	wat muss ee maachen, wann ee säi Pass am Ausland verléiert ? 	VERLEIEREN1UNI1	miss from one's possessions; lose sight of	0.3269703686237335				
verléieren	VRB	to lose	control over	verlieren	die Gewalt über	perdre	ne plus avoir d'emprise sur	de Chauffer ass esou brüsk ugefuer, datt d'Leit am Bus d'Gläichgewiicht verluer hunn 	VERLEIEREN1UNI3	allow to go out of sight	0.3409116268157959				
verléieren	VRB	to lose	to fail to win	verlieren	Verlierer sein bei	perdre	être perdant lors de	well mäi Monni de Prozess verluer huet , muss hien d'Geriichtskäschten droen 	VERLEIEREN1UNI4	fail to win	0.8514630794525146				
verléieren	VRB	to lose	to decrease in	verlieren an	abnehmen an	perdre de (son)		al Traditiounen a Gebräicher verléiere mat der Zäit u Bedeitung 	VERLEIEREN1UNI5	be set at a disadvantage	0.37060117721557617				
verléieren	VRB	to lose	resources, goods	verlieren	Mittel, Reserven, Besitz	perdre	des ressources, des biens	mäi Monni huet op der Bourse vill Sue verluer 	VERLEIEREN1UNI7	fail to get or obtain	0.2612939774990082				
Verléierin	SUBST	loser	female	Verliererin		perdante		d'Verléierin vum Concours krut en Trouschtpräis 	VERLEIERIN1UNI1	a gambler who loses a bet	0.22601498663425446				
verléieren	VRB	to lose	to suffer a loss, to be deprived of	verlieren	einbüßen	perdre	se voir privé de	ech hu meng Eltere fréi verluer 	VERLEIREN1UNI2	miss from one's possessions; lose sight of	0.6080797910690308			lose (s.th.) or lose the right to (s.th.) by some error, offense, or crime	0.5933576822280884
verletzen	VRB	to injure		verletzen	verwunden	blesser	causer une blessure à	beim Accident gouf glécklecherweis kee verletzt 	VERLETZEN1UNI1			zerstören	0.5110218524932861		
verletzen	VRB	to hurt	somebody's feelings	verletzen	kränken	blesser	offenser, froisser	et war net meng Absicht, dech mat menger Bemierkung ze verletzen 	VERLETZEN1UNI2	hurt the feelings of	0.6130411028862			hurt the feelings of	0.6130411028862
verletzen	VRB	to violate		verletzen	verstoßen gegen, missachten	violer	porter atteinte à	dat neit Reglement verletzt eis Grondrechter 	VERLETZEN1UNI3			nicht mit den Regeln übereinstimmen; gegen sie verstoßen, z. B. gegen Regeln oder Muster	0.6232099533081055		
Verletzung	SUBST	violation		Verletzung	Verstoß, Missachtung	violation	atteinte	dat neit Reglement ass eng Verletzung vun eise Grondrechter 	VERLETZUNG1UNI2			eine Handlung, die eine Vereinbarung oder ein Recht missachtet	0.6981005668640137		
verlieft	ADJ	raddled	before time	verlebt		vieilli	avant l'âge, par une vie relâchée	Alkohol an Droge suergen derfir, datt ee schonn a jonke Jore ka verlieft ausgesinn 	VERLIEFT1UNI1	showing the wearing effects of overwork or care or suffering; ; ; ; - Charles Dickens	0.2121581733226776				
verloossen	VRB	to leave	a place	verlassen	einen Ort	quitter	un lieu	de Minister ass voller Roserei opgesprongen an huet de Sall verlooss 	VERLOOSSEN1UNI1	go away from a place	0.36947914958000183				
verloossen	VRB	to leave	a person	verlassen	sich trennen von, im Stich lassen	quitter	une personne	meng Fra huet mech verlooss 	VERLOOSSEN1UNI3	put into the care or protection of someone	0.22763673961162567	abreißen (ein Stück von einem Ganzen)	0.5367372035980225		
Verloscht	SUBST	loss	due to separation, due to death	Verlust	durch Trennung, durch Tod	perte	par séparation, par décès	den Doud vum President ass e grousse Verloscht fir d'Land 	VERLOSCHT1UNI1	the experience of losing a loved one	0.5182927846908569	der Vorgang, jemanden oder etwas zu verlieren	0.5680462718009949	state of sorrow over the death or departure of a loved one	0.5822852849960327
Verloscht	SUBST	loss	disadvantage	Verlust		perte	préjudice	hatt huet de Verloscht vu sengem Verméigen ni verquësst 	VERLOSCHT1UNI2	the disadvantage that results from losing something	0.606105625629425			the disadvantage that results from losing something	0.606105625629425
Verloscht	SUBST	loss	decline	Verlust	Schwund	perte	diminution, appauvrissement	de Bëschof bedauert de Verloscht vu chrëschtleche Wäerter an eiser Gesellschaft 	VERLOSCHT1UNI4	gradual decline in amount or activity	0.3157593011856079	ein Schaden oder Verlust	0.6083526611328125		
verlueden	VRB	to load	goods	verladen	Güter	charger	des marchandises	d'Containere gi mat Kranen op grouss Schëffer verlueden 	VERLUEDEN1UNI1	provide (a device) with something necessary	0.14598014950752258				
vermeiden	VRB	to avoid	to prevent	vermeiden		éviter	empêcher	schreift ären Numm an d'Bicher, fir Verwiesslungen ze vermeiden ! 	VERMEIDEN1UNI1	prevent the occurrence of; prevent from happening	0.45262452960014343				
