lemma	pos	de_word	de_definition	sentence	wn_definition
wichsen	VRB	schlagen	besiegen	eis Ekipp huet de Champion 3:0 gewichst 	einen Schlag versetzen
wichsen	VRB	sich einen runterholen	onanieren	ech wichse mir all Dag een 	sexuell stimulieren
Widder	SUBST	Widder	Tier	fir d'Inzucht ënner menge Schof ze vermeiden, hunn ech mer en anere Widder besuergt 	nicht kastriertes erwachsenes männliches Schaf
Widder	SUBST	Widder	Sternzeichen	de Widder ass eent vun den zwielef Stärenzeechen 	ein kleines Sternbild auf der Nordhalbkugel; zwischen Fische und Stier
widderhuelen	VRB	wiederholen	nochmals sagen, nochmals tun	kanns de däi leschte Saz wannechgelift widderhuelen ? 	wiederholen oder nachahmen
widderhuelen	VRB	wiederholen	nachsprechen	deen Eefalt widderhëlt just dat, wat déi aner virsoen 	durchgehen
widderhuelen	VRB	wiederholen	einüben	virun der Prüfung huet d'Schülerin déi onreegelméisseg Verbe widderholl 	durchgehen
widderhuelen	VRB	wiederholen	eine Sendung	de Reportage vu gëschter Owend gëtt haut widderholl 	durchgehen
widderspriechen	VRB	widersprechen	im Widerspruch stehen zu	dat, wat s de méchs, widdersprécht deem, wat s de sees 	durch gegensätzliche Eigenschaften unterscheiden
widderspriechen	VRB	widersprechen	Widerspruch erheben gegen	ech hat net de Courage, der Polizistin ze widderspriechen 	resistent sein gegen
Widdersproch	SUBST	Widerspruch	Widersprüchlichkeit	a senger Argumentatioun si mir e puer Widderspréch opgefall 	die Beziehung zwischen entgegengesetzten Entitäten
Widderstand	SUBST	Widerstand	Gegenwehr	dee Gesetzesprojet ass op grousse Widderstand gestouss 	die militärische Aktion, sich dem Vormarsch des Feindes zu widersetzen
Widderstand	SUBST	Widerstand	Widerstandsbewegung	d'Geheimpolice huet eng Rei Leit aus dem Widderstand verhaft 	eine Gruppe, die sich gegen die Machthaber stellt
Widderstand	SUBST	Widerstand	physikalische Kraft	rudderen ass méiglech, well et de Widderstand vum Waasser gëtt 	die Beziehung zwischen gegensätzlichen Prinzipien oder Kräften oder Faktoren
widderstandsfäeg	ADJ	widerstandsfähig	Material	d'Gezei vun de Bëschaarbechter ass aus widderstandsfäegem Material 	hartnäckig unnachgiebig
widderstandsfäeg	ADJ	widerstandsfähig	Lebewesen	déi Kanner, déi vill dobausse sinn, si méi widderstandsfäeg ewéi anerer 	hartnäckig unnachgiebig
widderstoen	VRB	widerstehen	nicht schwach werden	bei Séissem kann ech schwéier widderstoen 	der Kraft von etwas widerstehen
widmen	VRB	widmen	zueignen	de Schrëftsteller huet säi lescht Buch senger Famill gewidmet 	verschenken; verschenken lassen
widmen	VRB	widmen	in den Dienst stellen	meng Bridder widmen der Hëllef fir Flüchtlingen e groussen Deel vun hirer Fräizäit 	verschenken; verschenken lassen
Wieder	SUBST	Wetter	Wetterlage	wa schéint Wieder ass, si vill Cyclisten op der Strooss 	die atmosphärischen Bedingungen, die den Zustand der Atmosphäre in Bezug auf Temperatur, Wind, Wolken und Niederschlag umfassen
Wiel	SUBST	Wahl	Möglichkeit, Alternative	mir hu keng aner Wiel , wéi den Taxi ze huelen 	das Recht oder die Möglichkeit zu wählen
Wiel	SUBST	Wahl	das Auswählen	bei der Wiel vu mengem neien Auto hunn ech mech schliisslech um Präis orientéiert 	das Recht oder die Möglichkeit zu wählen
wielen	VRB	wählen	sich für eine Option entscheiden	bei der Reservatioun kann ee seng Plaz online wielen 	wählen
wielen	VRB	wählen	seine Stimme abgeben für	d'Pateren hunn en neien Abt gewielt 	wählen
wielen	VRB	wählen	zur Wahl gehen	du muss groussjäreg sinn, fir däerfe mat wielen ze goen 	wählen
Wier	SUBST	Wehr	Stauanlage	bei der Mille gëtt d'Baach duerch e Wier gestaut, fir datt d'Millerad genuch Waasser kritt 	eine stark befestigte Verteidigungsanlage
Wierfel	SUBST	Würfel	Spielwürfel	e Wierfel huet sechs Säiten an 21 Aen 	ein Block in der (ungefähren) Form eines Würfels
Wierfel	SUBST	Würfel	Stück	de Kach schneit d'Gromperen a kleng Wierfelen 	ein Block in der (ungefähren) Form eines Würfels
Wierk	SUBST	Werk	Kunstwerk, Schöpfung	op der Ausstellung ginn d'Wierker vu jonken Artiste gewisen 	das Gesamtwerk eines Schriftstellers oder Künstlers (oder ein wesentlicher Teil davon)
Wierk	SUBST	Werk	Fabrik	de Pneuefabrikant huet en neit Wierk opgemaach 	die Ausführung einer Arbeit
Wierk	SUBST	Werk	Uhrwerk	eis Standauer huet en neit Wierk kritt 	ein musikalisches Werk, das geschaffen wurde
wierken	VRB	wirken	wirksam sein	den Dosage muss stëmmen, fir datt d'Sprëtzmëttel wierkt 	eine Handlung durchführen
wierken	VRB	wirken	den Anschein erwecken	hie wierkt an der Lescht eng Grimmel depriméiert 	provozieren oder erregen
wiermen	VRB	wärmen	aufwärmen, erhitzen	d'Jeeër hu sech an d'Hänn gehaucht, fir se ze wiermen 	warm oder wärmer werden
wiermen	VRB	wärmen	Wärme produzieren	am Wanter wiermt d'Sonn manner ewéi am Summer 	warm oder wärmer werden
Wiert	SUBST	Wirt	Gastwirt	de Wiert huet de Bistrosdësch mat engem Béierdeckel caléiert 	der Eigentümer oder Leiter eines Gasthauses
wiertes	ADJ	gewöhnlich	für den täglichen Gebrauch	der Braut hire Brudder koum am wiertesse Gezei op d'Hochzäit 	ohne besondere Auszeichnung oder Eigenschaft; weithin bekannt oder häufig anzutreffen; durchschnittlich oder gewöhnlich oder üblich
wiertlech	ADJ	wörtlich	wortwörtlich	d'Administratioun verlaangt eng wiertlech Iwwersetzung vu mengem Diplom 	weitschweifig
Wiesen	SUBST	Wesen	Essenz	de Faschismus ass sengem Wiesen no ondemokratesch 	eine bestimmte Art von etwas
Wiesen	SUBST	Wesen	Eigenart, Charakter	mir behalen dem Verstuerwenen säi bescheident Wiesen a gudder Erënnerung 	eine charakteristische Eigenschaft, die die scheinbare individuelle Natur einer Sache definiert
Wiesen	SUBST	Wesen	Lebewesen, Geschöpf	et war kee liewegt Wiese wäit a breet 	etwas Lebendes, das die Fähigkeit hat, eigenständig zu handeln oder zu funktionieren
wiesselen	VRB	wechseln	überwechseln zu	de Schrëftsteller huet de Verlag gewiesselt 	anders werden
wiesselen	VRB	wechseln	auswechseln, ersetzen	de Mecanicien huet d'Bougië vum Auto gewiesselt 	anders werden
wiesselen	VRB	wechseln	ändern	zënter d'Direktioun vum Hotel gewiesselt huet , ass de Service besser ginn 	anders werden
wiesselen	VRB	wechseln	Geld, Währung	ier mir an Amerika geflu sinn, hu mer nach séier Sue gewiesselt 	anders werden
Winker	SUBST	Blinker	Fahrtrichtungsanzeiger	et mécht mech esou rosen, wann d'Leit hire Winker net umaachen, wa se ofbéien! 	ein Blinklicht an einem Kraftfahrzeug, das die Richtung anzeigt, in die das Fahrzeug abbiegen wird
winzeg	ADJ	winzig	klein	eist Land ass just e winzege Punkt op der Weltkaart 	von geringem Ausmaß
winzeg	ADJ	winzig	unbedeutend, geringfügig	déi winzeg Differenz am Toun vun der Faarf wäert kengem opfalen 	von geringem Ausmaß
Wirbel	SUBST	Wirbel	Knochen	meng Groussmamm ass op de Réck gefall an huet sech e Wirbel gebrach 	eines der knöchernen Segmente der Wirbelsäule
Wirbel	SUBST	Wirbel	Aufregung	dës Diskussioun huet fir vill Wirbel gesuergt 	ein verwirrtes oder nervöses und aufgeregtes Gemüt
Wirtschaft	SUBST	Wirtschaft	Ökonomie	héich Energiepräisser schueden der Kompetitivitéit vun eiser Wirtschaft 	System der Produktion, Verteilung und Konsumierung
Wirtschaft	SUBST	Wirtschaft	Hauswirtschaft, Haushaltung	wéi soll de Stot bei esou enger Wirtschaft senger Scholde lassginn? 	kommerzielle Aktivität
wirtschaften	VRB	wirtschaften	haushalten	als Student hunn ech gutt misse wirtschaften , fir iwwer d'Ronnen ze kommen 	Mit Geld sparsam umgehen.
Wismut	SUBST	Wismut	chemisches Element	d'Element Wismut gehéiert zum Grupp vun de Metaller 	ein schweres, sprödes, diamagnetisches, dreiwertiges metallisches Element (ähnelt chemisch Arsen und Antimon); wird gewöhnlich als Nebenprodukt aus Erzen anderer Metalle gewonnen
Witz	SUBST	Witz	Geschichte	verziel emol e Witz ! 	Aufmerksamkeit
Wo	SUBST	Waage	Gerät	déi Wo funktionéiert nach mechanesch 	eine Waage zum Wiegen; hängt von der Anziehungskraft der Schwerkraft ab
Wo	SUBST	Waage	Sternzeichen	d'Wo ass eent vun den zwielef Stärenzeechen 	eine Waage zum Wiegen; hängt von der Anziehungskraft der Schwerkraft ab
Woch	SUBST	Woche	Folge von sieben Tagen	ech war d'lescht Woch bei menger Tatta op Besuch 	Stunden oder Tage der Arbeit in einer Kalenderwoche
Woch	SUBST	Woche	Werktage	mir mussen eis an der Woch gesinn, ech hunn de Weekend keng Zäit 	Stunden oder Tage der Arbeit in einer Kalenderwoche
Wolfram	SUBST	Wolfram	chemisches Element	d'Element Wolfram gehéiert zum Grupp vun den Iwwergangsmetaller 	ein schweres grau-weißes metallisches Element; die reine Form wird hauptsächlich in elektrischen Anwendungen verwendet; es kommt in verschiedenen Erzen vor, darunter Wolframit und Scheelit
Woll	SUBST	Wolle	Tierwolle, Garn	fir mäin nächste Pullover ze strécken, brauch ech chinéiert Woll 	ein Stoff, der aus dem Haar von Schafen hergestellt wird
Wollek	SUBST	Wolke	am Himmel	et war keng eenzeg Wollek um Himmel 	Jede Ansammlung von Partikeln oder Gasen, die sichtbar sind.
Wollek	SUBST	Wolke	schwebende Partikel	wéi mer deen ale Schaf opgemaach hunn, ass eis eng Wollek Stëbs entgéintkomm 	Jede Ansammlung von Partikeln oder Gasen, die sichtbar sind.
Won	SUBST	Wagen	gezogenes Fahrzeug	fréier ass de Won mat de Béierfässer vu Päerd gezu ginn 	von einem Motor angetriebenes Fahrzeug, dessen Bauart überwiegend zur Personenbeförderung bestimmt ist
Won	SUBST	Wagen	gezogenes Fahrzeug	laf net virun de Won ! 	von einem Motor angetriebenes Fahrzeug, dessen Bauart überwiegend zur Personenbeförderung bestimmt ist
Won	SUBST	Wagen	Auto	mir hunn eis missen no engem neie Won ëmkucken 	von einem Motor angetriebenes Fahrzeug, dessen Bauart überwiegend zur Personenbeförderung bestimmt ist
wonnerbar	ADJ	wunderbar	großartig	menger Boma hiert Gebeess ass wonnerbar 	außergewöhnlich gut
wouer	ADJ	wahr sein	stimmen	ech kann net garantéieren, datt dat, wat ech der elo gezielt hunn, wouer ass 	die Tonhöhen von (Musikinstrumenten) einstellen
wouer	ADJ	wahr	wahrhaftig, zutreffend	un all deem ass kee wouert Wuert 	der Wahrheit entsprechend; nicht gelogen oder erfunden
Wouerecht	SUBST	Wahrheit	das Wahre	so mir elo endlech d'Wouerecht ! 	eine wahre Aussage
Wouerecht	SUBST	Wahrheit	Tatsache	ech si bei deem Gespréich e puer interessant Wouerechte gewuer ginn 	eine wahre Aussage
Wrack	SUBST	Wrack	Fahrzeug	dat Wrack läit zënter Joerzéngten um Fong vum Mier 	ein Schiffswrack (oder ein Teil eines Schiffes)
Wrack	SUBST	Wrack	Mensch	no jorelaangem Drogekonsum war mäin Exmann just nach e Wrack 	ein Schiffswrack (oder ein Teil eines Schiffes)
wuel	PART	wohl	zwar	hien téint wuel vill, mee et ass net vill dohanner 	anscheinend dazu bestimmt
wuel	PART	wohl	wahrscheinlich, vermutlich	hien hat sech a senger Jugend wuel net genuch ausgelieft 	anscheinend dazu bestimmt
Wuerm	SUBST	Wurm	Tier	ech eekele mech viru Wierm a Schleeken 	eine Person, die auf dem Boden kriecht oder schleicht
Wuerm	SUBST	Wurm	Tier	déi Firma huet schonns e puer Leit entlooss, ech mengen, do ass de Wuerm dran! 	eine Person, die auf dem Boden kriecht oder schleicht
Wuert	SUBST	Wort	sprachliche Einheit	an dësem Wuert gëtt déi virlescht Silb betount 	ein verbaler Handlungsbefehl
Wuert	SUBST	Wort	Äußerung	d'Musek ass ze haart, et versteet ee säin eegent Wuert net méi 	ein verbaler Handlungsbefehl
Wuerzel	SUBST	Wurzel	einer Pflanze, eines Zahns, eines Haares	du muss d'Onkraut mat der Wuerzel erausrappen 	der eingebettete Teil einer Körperstruktur wie ein Zahn, ein Nagel oder ein Haar
Wuerzel	SUBST	Wurzel	Ursprung	de chrëschtleche Glawen huet seng Wuerzelen an der jiddescher Relioun 	eine reichhaltige Quelle
wuessen	VRB	wachsen	sich körperlich, charakterlich entwickeln	de Bouf ass erëm aus de Kleeder gewuess 	wachsen oder sich entwickeln lassen
wuessen	VRB	wachsen	Pflanze	no esou engem Ree wiisst d'Zalot bestëmmt gutt 	wachsen oder sich entwickeln lassen
wuessen	VRB	gewachsen sein	einer Sache	de Stagiaire ass den Uspréch net gewuess 	Zustand beibehalten
wuessen	VRB	wachsen	steigen	d'Onzefriddenheet ënner de Leit wiisst ëmmer méi 	geschehen
wuessen	VRB	wachsen	mit Wachs überziehen	ier mer an de Wantersport fueren, muss ech meng Schi frësch wuessen 	geschehen
Wuesstum	SUBST	Wachstum	Zuwachs	fir dëst Joer rechnen d'Ekonomiste mat engem Wuesstum vun dräi Prozent 	der Akt der Vergrößerung
Wunneng	SUBST	Wohnung	in einem Wohngebäude	meng Wunneng ass um drëtte Stack 	Räume, in denen man wohnen kann.
Wunneng	SUBST	Wohnung	Unterkunft	wéinst den héije Präisser ass et haut schwéier, eng Wunneng ze fannen 	Räume, in denen man wohnen kann.
Wupp	SUBST	Ende	Endstück	ech krut näischt vun deem Gespréich mat, well ech um anere Wupp vum Dësch souz 	Abschluss eines zeitlichen Vorgangs.
Wurrel	SUBST	Gewirr	Kabel, Fäden	ech war den hallwen Nomëtteg amgaang, d'Wurrel aus de Computerkabelen erauszemaachen! 	eine verworrene Vielzahl von Dingen
wutschen	VRB	flutschen	gleiten	déi naass Seef ass mer aus der Hand gewutscht 	sich mit einer glatten oder gleitenden Bewegung bewegen
Wutz	SUBST	Zipfel	Penis	dee klenge Bouf sot senger Mamm, de Wutz géif em wéidoen 	eine hohle zylindrische Form
wüüst	ADJ	wüst	unordentlich, chaotisch	mir haten e wüüsten Owend 	leicht frech und überschwänglich
Xenon	SUBST	Xenon	chemisches Element	d'Element Xenon gehéiert zum Grupp vun den Eedelgasen 	ein farbloses, geruchloses, inertes, gasförmiges Element, das in der Erdatmosphäre in Spuren vorkommt
Y	SUBST	Y	Buchstabe	bei eis am Duerf gëtt et eng Kräizung, déi d'Form vun engem Y huet 	der 25. Buchstabe des römischen Alphabets
Yttrium	SUBST	Yttrium	chemisches Element	d'Element Yttrium gehéiert zum Grupp vun den Iwwergangsmetaller 	ein silbriges Metallelement, das in Seltenerdmineralien vorkommt; wird in Magnesium- und Aluminiumlegierungen verwendet
Zaang	SUBST	Zange	Instrument, Werkzeug	hien huet mat enger Zaang e Stéck Drot ofgepëtzt 	jemand, der einen Beruf ausübt
Zaang	SUBST	Zange	von Tieren	den Ouereschlëffer gehéiert zu den Insekten, déi Zaangen hunn 	jemand, der einen Beruf ausübt
Zaang	SUBST	Zange	Geburtszange	d'Doktesch huet d'Kand mat der Zaang geholl 	jemand, der einen Beruf ausübt
zaart	ADJ	zart	leicht zu kauen	esou en zaarte Filet hate mer scho laang net méi! 	Leicht zu zerbrechen
zaart	ADJ	zart	empfindlich	déi zaart Plänzchen huet de Frascht net iwwerlieft 	auf physische Reize ansprechend
zaart	ADJ	zart	samtig	vun där Crème kritt een eng ganz zaart Haut 	von mäßiger Steilheit gekennzeichnet
zaart	ADJ	zart	feingliedrig	dee Bracelet ass ze grouss fir deng zaart Äermercher 	von mäßiger Steilheit gekennzeichnet
zackeg	ADJ	zackig	dynamisch	als Zugab huet d'Musek zwee zackeg Märsch gespillt 	fein gezähnt
Zäertlechkeet	SUBST	Zärtlichkeit	Zuneigung	an hirer Relatioun ass keng Spuer vun Zäertlechkeet 	ein sanftes, zärtliches Streicheln (oder etwas, das dem ähnelt)
Zäertlechkeet	SUBST	Zärtlichkeit	Liebkosung, Wort	hien huet hatt de ganzen Owend mat Zäertlechkeete verwinnt 	ein sanftes, zärtliches Streicheln (oder etwas, das dem ähnelt)
Zäit	SUBST	Zeit	Begriff	d'Zäit bleift net stoen 	zeitliche Erstreckung, Fortbestehen, Weiterbestehen von etwas
Zäit	SUBST	Zeit	Zeitpunkt, Termin	elo gëtt et Zäit , datt mer heemginn 	ein geeigneter Zeitpunkt
Zäit	SUBST	Zeit	Uhrzeit	op déi Telefonsnummer kanns de uruffen, fir déi genee Zäit gewuer ze ginn 	Ablesung eines Zeitpunkts durch eine Uhr
Zäit	SUBST	Zeit	Zeitabschnitt, Zeitraum	ech hunn eng Zäit (laang) am Ausland gewunnt 	Ablesung eines Zeitpunkts durch eine Uhr
Zäit	SUBST	Zeit	Epoche	dat hei ass eng Strooss aus der Zäit vun de Réimer 	Ablesung eines Zeitpunkts durch eine Uhr
Zäit	SUBST	Zeit	zur Verfügung stehende Zeit	hues du den Owend Zäit , fir d'Kanner ze versuergen? 	ein geeigneter Zeitpunkt
Zäit	SUBST	Zeit	gemessene Zeit	ech sinn de Marathon an enger gudder Zäit gelaf 	Ablesung eines Zeitpunkts durch eine Uhr
zäitlech	ADJ	zeitlich	die Zeit betreffend	fir deen neie Projet gëtt et keng zäitlech Limitatioun 	zeitlich begrenzt oder zeitlich befristet
Zäitschrëft	SUBST	Zeitschrift	Druckschrift	wéi ech hien an d'Klinick besiche gaange sinn, hunn ech him e puer Zäitschrëfte matbruecht 	ein Unternehmen, das Zeitschriften herausgibt
Zäitschrëft	SUBST	Zeitschrift	Redaktion, Verlagshaus	mäi Brudder schafft als Journalist fir eng grouss Zäitschrëft 	ein Unternehmen, das Zeitschriften herausgibt
Zalot	SUBST	Salat	Pflanze	d'Nopesch huet de Mueren am Gaart Zalot repikéiert 	eine verworrene Vielzahl von Dingen
Zalot	SUBST	Salat	Gericht	ech maache gerappte Muerte mat an d'Zalot 	eine verworrene Vielzahl von Dingen
Zammermann	SUBST	Zimmermann	Dachstuhlschreiner	den Zammermann kënnt de Mëtteg d'Moosse vum Gespär ophuelen 	eine Person, deren Beruf die Herstellung und Änderung von Kleidungsstücken ist
Zander	SUBST	Zander	Tier	den Zander ass nuetsaktiv a frësst haaptsächlech aner Fësch 	einer von mehreren hechtartigen Fischen aus der Familie der Barsche
Zander	SUBST	Zander	Nahrungsmittel	als Haaptplat gouf et gegrillten Zander mat Mangold 	einer von mehreren hechtartigen Fischen aus der Familie der Barsche
Zant	SUBST	Zahn	eines Gebisses	ech hat eng barbaresch Péng am Zant 	einer von mehreren gleichmäßigen Vorsprüngen an einem Zahnrad
Zant	SUBST	Zahn	eines Gebisses	ech si schonn aus deem Zant eraus 	einer von mehreren gleichmäßigen Vorsprüngen an einem Zahnrad
Zant	SUBST	Zahn	einer Säge, eines Zahnkranzes	et ass en Zant vun der See ofgebrach 	etwas, das dem Zahn eines Tieres ähnelt
Zant	SUBST	Zahn	einer Säge, eines Zahnkranzes	wat huet deen nees en Zant drop! 	etwas, das dem Zahn eines Tieres ähnelt
Zant	SUBST	Gebiss	Zahnprothese	säit sengem Accident huet hie falsch Zänn 	der Durchbruch der Milchzähne durch das Zahnfleisch
Zäppchen	SUBST	Zäpfchen	Suppositorium	d'Mamm huet dem Puppelchen en Zäppche géint d'Féiwer gemaach 	ein kleiner Medikamentenstöpsel, der in den Enddarm oder die Vagina eingeführt wird und dort schmilzt
Zäsur	SUBST	Zäsur	Einschnitt	de Biergerkrich war eng Zäsur an der Geschicht vum Land 	Zustand der Unterbrechung der Verbindung
Zäsur	SUBST	Zäsur	in einem Vers, in einem Musikstück	wie ka mir soen, wou am éischte Vers d'Zäsur ass? 	Zustand der Unterbrechung der Verbindung
Zatz	SUBST	Biest	Frau	hal dech ewech vun deem, dat ass eng Zatz ! 	eine Person, die eine Verpackung öffnet oder auswickelt
Zauber	SUBST	Zauber	Faszination, Reiz	Chrëschtdag huet fir mech ëmmer säin Zauber behalen 	die Fähigkeit, durch persönlichen Charme zu verführen oder anzuziehen
Zauber	SUBST	Theater	unangenehme Situation	dat Gemauls geet mer op de Su, ech maachen dee ganzen Zauber do net méi laang mat 	etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins
Zauberei	SUBST	Zauberei	Magie	verschidde Vëlker benotzen d'Zauberei , fir béis Geeschter ze verdreiwen 	die Kunst der Zauberei
