lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr	wn_definition	definition_language	confidence	lux_definition
unhänglech	ADJ	affectionate		anhänglich		affectueux		als Kand war ech ganz unhänglech 	UNHANGLECH1UNI1	having or displaying warmth or affection	0.6786878108978271			having or displaying warmth or affection	0.6786877512931824	having or displaying warmth or affection	English	0.6786878108978271	Hëtzt oder Zouwendung hunn oder weisen
unhänken	VRB	to couple		anhängen	ankuppeln	accrocher		ech hänken d'Remork nach un an da kënne mer fueren 	UNHANKEN1UNI1			An etwas fest anbringen.	0.6163413524627686			An etwas fest anbringen.	German	0.6163413524627686	Eppes fest un eppes anescht maachen.
unhiewen	VRB	to lift (up)		anheben	hochheben	soulever	d'un côté	hief de Schaf e bëssen un , fir datt ech e ka caléieren 	UNHIEWEN1UNI1			hochheben oder erheben	0.9379391074180604			hochheben oder erheben	German	0.9379391074180604	an d’Luucht hiewen oder opriichten
unhiewen	VRB	to raise	to increase	anheben	erhöhen	augmenter	hausser	beim Debat op der Televisioun goung et ëm d'Fro, ob de Mindestloun soll ugehuewe ginn 	UNHIEWEN1UNI2	increase	0.8616428375244141	hochheben oder erheben	0.7633800506591797	have an increased effect	0.6917464733123779	increase	English	0.8616428375244141	méi grouss oder méi vill ginn
unhimmelen	VRB	to idolize		anhimmeln		porter aux nues		et ass net gutt, wann d'Elteren hir Kanner unhimmelen 	UNHIMMELEN1UNI1					praise, glorify, or honor	0.6048532724380493	praise, glorify, or honor	English	0.6048532724380493	luewen, verherrlechen oder éieren
unhuelen	VRB	to accept	to receive	annehmen	entgegennehmen	accepter	recevoir, prendre	den Nopeschbouf wollt keng Sue fir seng Hëllef unhuelen 	UNHUELEN1UNI1	receive willingly something given or offered	0.6131567358970642					receive willingly something given or offered	English	0.6131567358970642	eppes, wat ee kritt oder ugebuede kritt, gär entgéinthuelen
unhuelen	VRB	to acquire	a habit	annehmen	sich zu eigen machen, sich angewöhnen	adopter		am Alter huet de Bop e puer Gewunnechten ugeholl , déi mer déck op de Su ginn 	UNHUELEN1UNI8			sich zu eigen machen und praktizieren	0.7522819638252258			sich zu eigen machen und praktizieren	German	0.7522819638252258	sech zu eege maachen an ausüben
uniforméiert	ADJ	uniformed		in Uniform		en uniforme		um Flughafen hunn zwee Uniforméierter d'Wallisse kontrolléiert 	UNIFORMEIERT1UNI1	dressed in a uniform	0.7829726934432983	mit einer Uniform bekleidet	0.8001300096511841	dressed in a uniform	0.7829726934432983	dressed in a uniform	English	0.7829726934432983	an enger Eenheetskleedung ugedoen
Unitéit	SUBST	unit (of measure)		Maßeinheit		unité (de mesure)		wat fir eng Unitéit gëtt scho méi benotzt, fir d'Radioaktivitéit auszedrécken? 	UNITEIT1UNI1			jede Mengeneinteilung, die als Maß- oder Tauscheinheit akzeptiert wird	0.654517412185669			jede Mengeneinteilung, die als Maß- oder Tauscheinheit akzeptiert wird	German	0.654517412185669	all Ënnerdeelung vun enger Quantitéit, déi als Mooss- oder Austauschmooss ugeholl gëtt
Universitaire	SUBST	(university) graduate		Akademiker		diplômé de l'enseignement supérieur		et muss een Universitaire sinn, wann ee sech fir dëse Poste wëllt mellen 	UNIVERSITAIRE2UNI2			ein Pädagoge, der an einer Hochschule oder Universität arbeitet	0.6069324016571045			ein Pädagoge, der an einer Hochschule oder Universität arbeitet	German	0.6069324016571045	e Pädagog, deen op enger Héichschoul oder op enger Universitéit schafft
Universitéit	SUBST	university	institution	Universität	Institution	université	institution	hie studéiert Chimie op enger renomméierter Universitéit 	UNIVERSITEIT1UNI1			Institution der höheren Bildung	0.6170316934585571			Institution der höheren Bildung	German	0.6170316934585571	Ariichtung fir héich Bildung
unnitten	VRB	to rivet	with rivets	annieten		fixer	par des rivets	dat Stéck Blech muss ugenitt ginn , soss hält et net 	UNNITTEN1UNI1	fasten with a rivet or rivets	0.821118950843811					fasten with a rivet or rivets	English	0.821118950843811	mat engem oder méi Nieten zesummebefestegen
untrieden	VRB	to take (up)	office, a position	antreten	übernehmen	prendre (les fonctions de)		hien trëtt d'Amt vum President haut un 	UNTRIEDEN1UNI2			besetzen oder übernehmen	0.7833815813064575			besetzen oder übernehmen	German	0.7833815813064575	besetzen oder iwwerhuelen
Unzeechen	SUBST	sign		Anzeichen		signe		Ausschlag ass dacks en äusserlecht Unzeeche vun enger Allergie 	UNZEECHEN1UNI1			Hinweis auf einen bestimmten Sachverhalt oder ein Ereignis	0.6255103349685669			Hinweis auf einen bestimmten Sachverhalt oder ein Ereignis	German	0.6255103349685669	Hiweis op e bestëmmte Sachverhalt oder en Evenement
unzéien	VRB	to tighten		anziehen	festziehen	serrer	pour fixer	de Mecanicien huet déi labber Schrauwen ugezunn 	UNZEIEN1UNI2	become tight or tighter	0.6811830997467041					become tight or tighter	English	0.6811830997467041	enk oder méi enk ginn
unzéien	VRB	to attract	to exert a physical force on	anziehen	durch physikalische Kräfte	attirer	par des forces physiques	e Magnéit zitt Schrauwen un 	UNZEIEN1UNI4	exert a force on (a body) causing it to approach or prevent it from moving away	0.7645387053489685					exert a force on (a body) causing it to approach or prevent it from moving away	English	0.7645387053489685	eng Kraaft op (e Kierper) ausüben, sou datt en méi no kënnt oder net fortgeet
unzéien	VRB	to rise	to increase	anziehen	steigen	augmenter		de Konsum huet dëst Joer staark ugezunn 	UNZEIEN1UNI5	increase in value or to a higher point	0.6615616083145142			have an increased effect	0.6917464733123779	increase in value or to a higher point	English	0.6615616083145142	u Wäert klammen oder op e méi héije Punkt eropgoen
unzéien	VRB	to tighten		straffen		serrer		waart een Ament, ech muss meng Stréckelen unzéien ! 	UNZEIEN1UNI7	become tight or tighter	0.6811830997467041					become tight or tighter	English	0.6811830997467041	stramm ginn oder nach méi stramm ginn
Upak	SUBST	handle		Griff	Vorrichtung	poignée	dispositif	dës Këscht léisst sech net gutt droen, et ass keng Upak drun 	UPAK1UNI2					the handle of a weapon or tool	0.6185876131057739	the handle of a weapon or tool	English	0.6185876131057739	de Grëff vun enger Waff oder engem Wierkzeg
upaken	VRB	to touch	with the hand	anfassen	berühren	toucher	des doigts	pak dat gliddegt Dëppen net un , soss verbrenns de dech! 	UPAKEN1UNI1					feel or handle with the fingers	0.6023502349853516	feel or handle with the fingers	English	0.6023502349853516	mat de Fanger spieren oder upaken
upaken	VRB	to lend a hand	to help	behilflich sein		aider		kanns de mir (eng Hand (mat)) upaken , fir déi schwéier Këscht ze réckelen? 	UPAKEN1UNI2			von Nutzen sein	0.6147129535675049	be of help, as in a particular situation of need	0.6063861846923828	von Nutzen sein	German	0.6147129535675049	eppes bréngen
Upassung	SUBST	adjustment		Anpassung		adaptation		et ass eng Upassung vun de Gehälter un d'Liewenskäschte fälleg 	UPASSUNG1UNI1			das Anpassen oder Anpassen an die Umstände	0.8136798143386841			das Anpassen oder Anpassen an die Umstände	German	0.8136798143386841	d’Upasse oder sech un d’Ëmstänn upassen
upassungsfäeg	ADJ	adaptable		anpassungsfähig		capable de s'adapter		dës Planz ass extreem upassungsfäeg , et fënnt een se a verschiddene Klimazonen 	UPASSUNGSFAEG1UNI1			der Anpassung förderlich	0.6605380177497864			der Anpassung förderlich	German	0.6605380177497864	d’Fäegkeet, sech gutt un nei Ëmstänn unzepassen
upechen	VRB	to glue on		ankleben		coller	faire adhérer	d'Kand huet senger Popp falsch Wimperen ugepecht 	UPECHEN1UNI1					be fixed as if by glue	0.7569614052772522	be fixed as if by glue	English	0.7569614052772522	festhalen, wéi wann et mat Leim ugepecht wier
uprangeren	VRB	to denounce		anprangern		dénoncer	faire connaître	d'Gewerkschaften hunn ugeprangert , datt dat neit Gesetz verschidde Leit benodeelegt 	UPRANGEREN1UNI1	to accuse or condemn or openly or formally or brand as disgraceful	0.6401364803314209			to accuse or condemn or openly or formally or brand as disgraceful	0.6401364803314209	to accuse or condemn or openly or formally or brand as disgraceful	English	0.6401364803314209	jem engem eppes virwerfen oder en verurteelen oder en oppen oder formell als schändlech hinstellen
Urawunner	SUBST	aborigine		Ureinwohner		autochtone		d'Kultur vun den Urawunner ass gréisstendeels vun den Eruewerer zerstéiert ginn 	URAWUNNER1UNI1	a dark-skinned member of a race of people living in Australia when Europeans arrived	0.6190851330757141					a dark-skinned member of a race of people living in Australia when Europeans arrived	English	0.6190851330757141	eng donkelhäitege Mënsch aus enger Bevëlkerungsgrupp, déi an Australien gelieft huet, wéi d’Europäer do ukomm sinn
Urbanismus	SUBST	urban planning		Stadtplanung		aménagement urbain		eis Haaptstad brauch en zukunftsorientéierten Urbanismus 	URBANISMUS1UNI1			der Zweig der Architektur, der sich mit der Gestaltung und Organisation von städtischem Raum und städtischen Aktivitäten befasst	0.6264760494232178			der Zweig der Architektur, der sich mit der Gestaltung und Organisation von städtischem Raum und städtischen Aktivitäten befasst	German	0.6264760494232178	den Deel vun der Architektur, deen sech mat der Gestaltung an der Organisatioun vum Raum an den Aktivitéiten an enger Stad befaasst
ureegen	VRB	to motivate		anregen zu		inciter à		déi gutt Kriticken hu mech derzou ugereegt , fir e weidere Roman ze schreiwen 	UREEGEN1UNI2	give an incentive for action	0.6002293825149536					give an incentive for action	English	0.6002293825149536	en Ustouss ginn, fir ze handelen
Ureegung	SUBST	suggestion		Anregung	Idee	suggestion	idée	beim neie Projet goufen d'Ureegunge vun eisem Aarbechtsgrupp leider net berücksichtegt 	UREEGUNG1UNI1			eine Idee, die vorgeschlagen wird	0.7721052169799805			eine Idee, die vorgeschlagen wird	German	0.7721052169799805	eng Iddi, déi virgeschloe gëtt
Urees	SUBST	outward journey		Anreise		voyage	trajet à l'aller	no där ustrengender Urees hu mer deen éischten Dag vun eiser Vakanz emol gerascht 	UREES1UNI1					a journey to some distant place	0.6489991545677185	a journey to some distant place	English	0.6489991545677185	eng Rees op eng wäit ewech Plaz
urieden	VRB	to approach		ansprechen	ein Gespräch beginnen mit	aborder		hien huet d'Fra op eng flappseg Manéier ugeriet 	UREIEDEN1UNI2	move towards	0.6107737421989441	mit jemandem sprechen	0.7222275733947754	move towards	0.6107738018035889	move towards	English	0.6107737421989441	sech a Richtung vun eppes beweegen
uréieren	VRB	to mix (up)	to blend	anrühren	mischen	mélanger	délayer	virum Tapezéieren huet den Usträicher en Eemer Pap ugeréiert 	UREIEREN1UNI1			mischen oder vermischen	0.8538805842399597			mischen oder vermischen	German	0.8538805842399597	mëschen oder zesummemëschen
uréieren	VRB	to touch	with the hand	anrühren		toucher	des doigts	réier mech net un ! 	UREIEREN1UNI2			mischen oder vermischen	0.6151662468910217	feel or handle with the fingers	0.6023502349853516	mischen oder vermischen	German	0.6151662468910217	mëschen oder zesummemëschen
Urgence	SUBST	A & E		Notaufnahme		(service des) urgences		ech gouf mat engem allergesche Schock an d'Urgence bruecht 	URGENCE1UNI1			ein Raum in einem Krankenhaus oder einer Klinik, der mit Personal und Ausrüstung ausgestattet ist, um Personen, die eine sofortige medizinische Behandlung benötigen, in Notfällen zu versorgen	0.6799301505088806			ein Raum in einem Krankenhaus oder einer Klinik, der mit Personal und Ausrüstung ausgestattet ist, um Personen, die eine sofortige medizinische Behandlung benötigen, in Notfällen zu versorgen	German	0.6799301505088806	e Raum an engem Spidol oder an enger Klinik, dee mat Personal an Ausrüstung equipéiert ass, fir Leit, déi eng direkt medezinesch Behandlung brauchen, a Noutfäll ze versuergen
Urgeschicht	SUBST	prehistory		Vorgeschichte		préhistoire		eise Professer ass e grousse Spezialist um Gebitt vun der Urgeschicht 	URGESCHICHT1UNI1	the time during the development of human culture before the appearance of the written word	0.6534563899040222			the time during the development of human culture before the appearance of the written word	0.6534563899040222	the time during the development of human culture before the appearance of the written word	English	0.6534563899040222	d’Zäit an der Entwécklung vun der mënschlecher Kultur, éier et schrëftlech Opzeechnunge gouf
Urgroussmamm	SUBST	great-grandmother		Urgroßmutter		arrière-grand-mère		meng Urgroussmamm war laang Zäit Mod op engem grousse Bauerenhaff 	URGROUSSMAMM1UNI1			die Mutter eines Großelternteils	0.7242151498794556			die Mutter eines Großelternteils	German	0.7242151498794556	d’Mamm vun engem Deel vun den Grousselteren
Urgrousspapp	SUBST	great-grandfather		Urgroßvater		arrière-grand-père		mäin Urgrousspapp war schonn dout, wéi ech op d'Welt koum 	URGROUSSPAPP1UNI1			der Vater deines Großelternteils	0.6873617172241211			der Vater deines Großelternteils	German	0.6873617172241211	de Papp vun dengem Grousselterdeel
Urolog	SUBST	urologist		Urologe		urologue		ech si wéinst enger chronescher Blosenentzündung bei mengem Urolog a Behandlung 	UROLOG1UNI1	a specialist in urology	0.837677001953125	ein Facharzt für Urologie	0.7736507654190063			a specialist in urology	English	0.837677001953125	e Spezialist fir Krankheete vum Harntrakt an dem männleche Fortplanzungssystem
Urologie	SUBST	urology	branch of medicine	Urologie	Fachgebiet	urologie	spécialité médicale	deem neien Direkter vun der Klinick seng Spezialitéit ass d'Urologie 	UROLOGIE1UNI1	the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system	0.6779149770736694			the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system	0.6779149770736694	the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system	English	0.6779149770736694	den Deel vun der Medezin, deen sech mat der Diagnos an der Behandlung vu Krankheete vum Harnweeër oder vum Harn- a Geschlechtsapparat beschäftegt
Uropféierung	SUBST	premiere		Uraufführung		création	d'une nouvelle œuvre	dës Saison huet den Theater zwou Uropféierunge programméiert 	UROPFEIERUNG1UNI1			die erste Aufführung (bei einer Theateraufführung)	0.6244572997093201			die erste Aufführung (bei einer Theateraufführung)	German	0.6244572997093201	déi éischt Opféierung (bei enger Theateropféierung)
ursprénglech	ADJ	original	first, earliest	ursprünglich		initial		den ursprénglechen Text gouf gekierzt 	URSPRENGLECH1UNI1			allen anderen zeitlich oder wesensmäßig vorausgehend, da zuerst gemacht oder ausgeführt	0.6092613339424133			allen anderen zeitlich oder wesensmäßig vorausgehend, da zuerst gemacht oder ausgeführt	German	0.6092613339424133	all deenen aneren zäitlech oder vum Wiesen hier virugoend, well et als éischt gemaach oder ausgeféiert gouf
Urteel	SUBST	judgement	of a court of law	Urteil	richterliche Entscheidung	jugement	de justice	hues de wëlles, géint d'Urteel an Appell ze goen? 	URTEEL1UNI1	(law) the determination by a court of competent jurisdiction on matters submitted to it	0.6372492909431458	(Sport) die Entscheidung eines Schiedsrichters	0.6632843017578125	(law) the determination by a court of competent jurisdiction on matters submitted to it	0.6372491717338562	(law) the determination by a court of competent jurisdiction on matters submitted to it	English	0.6372492909431458	(d’Recht) d’Festleeë vun engem zoustännege Geriicht iwwer Froen, déi him virgeluecht goufen
urteelen	VRB	to judge	to make a judgement on	urteilen (über)	ein Urteil äußern (über)	juger	porter un jugement sur, apprécier	du hues kee Recht, iwwer déi aner Leit ze urteelen ! 	URTEELEN1UNI2	pronounce judgment on	0.6241726875305176					pronounce judgment on	English	0.6241726875305176	e Jugement iwwer eppes oder een ofginn
Uruff	SUBST	call		Anruf	Telefonanruf	appel		deen aarme Kärel waart schonn deeglaang op en Uruff vu senger Frëndin 	URUFF1UNI1			ein Gespräch am Telefon	0.7271583080291748			ein Gespräch am Telefon	German	0.7271583080291748	e Gespréich iwwer den Telefon
uruffen	VRB	to call		anrufen	telefonieren mit	appeler		ech ruffen dech nach un , fir e Rendez-vous ofzemaachen 	URUFFEN1UNI1			einen Anruf tätigen	0.809281587600708			einen Anruf tätigen	German	0.809281587600708	en Telefonsgespréich maachen
uruffen	VRB	to call		anrufen	telefonieren (mit)	appeler		riffs de vun doheem aus un oder bass de ënnerwee? 	URUFFEN1UNI2			einen Anruf tätigen	0.7530142068862915			einen Anruf tätigen	German	0.7530142068862915	en Telefonsgespréich maachen
